"bin1","bin2","bin3","bin4","bin5","bin6","bin7","bin8","bin9","bin10","class"
54,421,98,55,50,48,26,40,28,328,"chordate_type1"
306,265,86,41,52,28,26,28,26,227,"chordate_type1"
0,7,12,13,4,7,9,27,32,247,"copepod_calanoid"
0,7,16,10,17,14,10,23,44,311,"copepod_calanoid"
0,7,41,23,12,21,21,36,51,338,"copepod_calanoid"
0,24,29,35,25,25,32,41,109,471,"copepod_calanoid"
0,7,14,14,6,9,7,16,32,170,"copepod_calanoid"
0,75,51,43,27,44,52,66,142,560,"copepod_calanoid"
0,0,57,26,25,21,13,36,61,410,"copepod_calanoid"
0,11,19,19,9,14,21,30,28,264,"copepod_calanoid"
0,51,21,14,20,20,16,37,38,285,"copepod_calanoid"
0,2,16,12,13,9,11,16,38,324,"copepod_calanoid"
0,0,16,9,11,7,5,25,57,323,"copepod_calanoid"
1,26,15,10,8,9,20,29,29,216,"copepod_calanoid"
0,1,19,19,7,10,15,13,13,190,"copepod_calanoid"
0,13,39,38,29,35,44,92,112,540,"copepod_calanoid"
0,0,20,17,11,9,10,24,55,222,"copepod_calanoid"
1,37,32,26,24,26,25,45,99,363,"copepod_calanoid"
0,17,10,6,7,5,8,20,35,300,"copepod_calanoid"
0,0,0,10,31,19,20,20,30,188,"copepod_calanoid"
0,18,15,10,10,9,13,41,53,300,"copepod_calanoid"
0,0,0,66,29,16,12,30,30,198,"copepod_calanoid"
0,10,16,2,6,3,4,8,15,178,"copepod_calanoid"
0,225,105,51,43,60,62,66,92,486,"copepod_calanoid"
0,0,36,30,38,41,45,106,192,515,"copepod_calanoid"
2,34,38,38,26,28,28,59,137,401,"copepod_calanoid"
0,28,27,13,13,11,11,35,41,294,"copepod_calanoid"
0,15,16,12,8,12,15,18,26,196,"copepod_calanoid"
0,15,53,20,22,31,36,43,37,332,"copepod_calanoid"
0,24,21,15,11,13,12,22,50,223,"copepod_calanoid"
0,25,13,10,12,11,8,10,19,163,"copepod_calanoid"
0,0,19,7,3,6,4,13,25,219,"copepod_calanoid"
0,0,0,105,56,43,34,36,65,493,"copepod_calanoid"
0,0,33,41,27,15,31,63,87,601,"copepod_calanoid"
0,0,10,15,11,3,6,13,36,464,"copepod_calanoid"
0,21,32,35,22,31,42,38,60,432,"copepod_calanoid"
0,2,16,8,6,7,9,15,19,172,"copepod_calanoid"
0,6,9,11,6,5,13,17,19,219,"copepod_calanoid"
2,205,110,79,94,74,68,124,191,804,"copepod_calanoid"
0,0,0,1,9,8,7,8,36,176,"copepod_calanoid"
2,109,44,45,39,44,49,70,117,1029,"copepod_calanoid"
1,37,11,7,9,5,7,18,17,180,"copepod_calanoid"
0,63,46,27,25,21,19,31,53,303,"copepod_calanoid"
0,0,25,23,14,11,19,18,13,232,"copepod_calanoid"
0,18,15,19,9,12,24,40,61,176,"copepod_calanoid"
0,23,21,14,10,10,30,54,41,252,"copepod_calanoid"
1,138,54,44,33,35,56,106,165,573,"copepod_calanoid"
0,11,13,11,7,10,17,32,38,269,"copepod_calanoid"
0,99,21,17,15,24,26,24,27,364,"copepod_calanoid"
0,8,14,10,5,9,10,27,30,327,"copepod_calanoid"
0,15,27,14,16,16,13,20,44,307,"copepod_calanoid"
0,57,20,19,12,22,29,36,38,364,"copepod_calanoid"
0,10,16,4,6,7,15,12,24,296,"copepod_calanoid"
0,92,26,27,15,27,26,40,40,264,"copepod_calanoid"
0,66,19,20,23,25,26,40,33,313,"copepod_calanoid"
0,1,13,9,7,6,9,10,24,126,"copepod_calanoid"
15,119,33,27,32,31,26,27,50,442,"copepod_calanoid"
0,4,17,13,2,11,18,29,35,226,"copepod_calanoid"
0,74,30,29,25,19,19,35,29,219,"copepod_calanoid"
0,3,16,4,9,14,20,17,8,147,"copepod_calanoid"
0,17,36,28,20,12,25,51,78,317,"copepod_calanoid"
0,19,37,13,19,6,12,21,26,191,"copepod_calanoid"
0,25,17,12,11,6,20,23,25,205,"copepod_calanoid"
0,0,0,23,38,35,19,40,49,358,"copepod_calanoid"
0,0,0,10,11,13,7,9,30,161,"copepod_calanoid"
0,14,32,8,8,8,12,27,28,250,"copepod_calanoid"
0,71,47,42,50,38,46,75,90,591,"copepod_calanoid"
0,2,51,17,10,15,8,12,10,179,"copepod_calanoid"
0,0,23,11,6,12,11,14,28,221,"copepod_calanoid"
0,34,10,5,9,11,11,12,25,188,"copepod_calanoid"
0,16,27,17,13,14,17,29,26,154,"copepod_calanoid"
0,31,20,17,10,9,9,13,14,178,"copepod_calanoid"
0,11,17,9,8,13,17,29,28,293,"copepod_calanoid"
0,130,85,64,42,48,45,117,162,866,"copepod_calanoid"
1,36,16,8,18,7,14,17,13,171,"copepod_calanoid"
0,8,19,8,2,3,15,22,35,170,"copepod_calanoid"
0,21,20,13,5,12,20,22,34,322,"copepod_calanoid"
0,132,24,10,11,15,21,25,46,420,"copepod_calanoid"
4,147,64,53,47,37,43,126,241,1829,"copepod_calanoid"
0,310,102,73,63,32,32,25,25,462,"copepod_calanoid"
0,17,10,5,4,6,7,8,22,201,"copepod_calanoid"
0,21,12,7,7,4,6,14,22,205,"copepod_calanoid"
1,155,45,22,12,33,36,57,43,433,"copepod_calanoid"
0,0,11,11,7,4,8,19,24,135,"copepod_calanoid"
0,0,32,23,12,15,22,25,20,213,"copepod_calanoid"
0,44,27,31,16,24,38,83,91,476,"copepod_calanoid"
2,47,50,37,26,43,40,46,85,454,"copepod_calanoid"
0,1,16,17,6,7,14,17,19,253,"copepod_calanoid"
1,31,22,15,7,21,24,35,43,246,"copepod_calanoid"
0,3,24,14,10,9,13,30,33,206,"copepod_calanoid"
0,15,21,14,7,14,11,15,33,456,"copepod_calanoid"
0,0,17,21,13,19,8,12,57,298,"copepod_calanoid"
0,0,13,9,8,6,6,20,20,219,"copepod_calanoid"
0,57,25,26,19,18,27,62,65,416,"copepod_calanoid"
0,17,10,5,14,7,5,11,9,157,"copepod_calanoid"
0,4,27,10,9,8,12,10,24,194,"copepod_calanoid"
0,20,9,10,6,10,20,19,16,165,"copepod_calanoid"
0,51,27,16,21,18,17,32,49,342,"copepod_calanoid"
0,0,110,60,37,35,31,47,55,326,"copepod_calanoid"
0,45,22,11,9,14,15,14,42,240,"copepod_calanoid"
0,0,15,18,14,10,8,11,16,104,"copepod_calanoid"
0,33,22,13,12,13,27,49,41,272,"copepod_calanoid"
0,68,36,18,24,22,37,79,75,356,"copepod_calanoid"
0,34,17,11,10,17,17,25,30,208,"copepod_calanoid"
0,19,16,8,8,15,19,12,13,159,"copepod_calanoid"
0,22,28,10,8,18,19,19,36,276,"copepod_calanoid"
0,15,13,6,10,7,8,13,24,252,"copepod_calanoid"
0,0,6,12,6,9,8,8,16,110,"copepod_calanoid"
0,0,10,18,17,11,14,17,37,182,"copepod_calanoid"
0,4,10,7,2,10,13,16,19,250,"copepod_calanoid"
0,22,36,39,34,35,63,110,159,421,"copepod_calanoid"
0,4,159,46,51,54,60,67,79,400,"copepod_calanoid"
0,1,20,19,11,30,63,166,263,1729,"copepod_calanoid"
0,15,19,6,10,13,7,32,24,200,"copepod_calanoid"
0,14,17,10,8,15,13,31,44,291,"copepod_calanoid"
0,0,32,58,41,35,25,44,75,254,"copepod_calanoid"
0,16,14,8,5,12,24,23,23,192,"copepod_calanoid"
6,111,53,41,36,40,65,102,164,531,"copepod_calanoid"
0,16,47,24,29,26,55,56,36,232,"copepod_calanoid"
0,0,4,24,15,12,6,36,59,280,"copepod_calanoid"
0,0,0,39,23,21,23,26,30,274,"copepod_calanoid"
0,2,120,54,44,37,48,62,106,476,"copepod_calanoid"
0,0,10,8,8,5,12,13,30,243,"copepod_calanoid"
0,0,11,9,8,6,8,9,22,233,"copepod_calanoid"
0,21,16,13,7,11,23,43,28,247,"copepod_calanoid"
0,0,12,11,13,10,10,12,20,198,"copepod_calanoid"
0,117,88,69,40,38,50,80,97,406,"copepod_calanoid"
0,20,17,7,13,10,14,29,19,135,"copepod_calanoid"
0,4,46,32,17,18,30,31,27,247,"copepod_calanoid"
0,10,17,8,3,12,13,25,24,176,"copepod_calanoid"
0,23,19,12,20,17,8,16,26,169,"copepod_calanoid"
0,0,63,82,43,43,59,84,106,612,"copepod_calanoid"
0,21,14,9,9,4,8,18,25,252,"copepod_calanoid"
0,0,32,32,22,16,28,62,85,351,"copepod_calanoid"
0,0,0,98,129,95,78,67,86,603,"copepod_calanoid"
0,1,20,21,16,12,14,22,71,329,"copepod_calanoid"
0,1,21,9,12,11,12,76,93,429,"copepod_calanoid"
0,7,33,10,3,15,17,25,22,304,"copepod_calanoid"
0,21,8,4,8,9,8,15,21,190,"copepod_calanoid"
0,5,19,10,4,10,11,48,43,215,"copepod_calanoid"
0,3,15,2,8,5,9,12,24,166,"copepod_calanoid"
5,77,37,26,25,32,38,42,64,310,"copepod_calanoid"
0,7,16,7,8,10,12,45,34,310,"copepod_calanoid"
0,3,17,8,9,7,12,26,20,177,"copepod_calanoid"
1,163,69,56,39,58,82,100,170,649,"copepod_calanoid"
0,0,12,6,10,5,12,11,9,162,"copepod_calanoid"
0,15,21,11,11,17,12,24,32,296,"copepod_calanoid"
0,0,0,56,132,59,65,66,48,304,"copepod_calanoid"
0,5,12,6,7,9,9,13,14,194,"copepod_calanoid"
0,11,12,9,11,6,8,30,22,201,"copepod_calanoid"
0,10,6,9,3,5,5,18,23,177,"copepod_calanoid"
0,110,30,22,15,21,18,35,25,227,"copepod_calanoid"
0,37,17,11,6,9,13,18,26,219,"copepod_calanoid"
0,0,36,14,15,10,16,18,14,247,"copepod_calanoid"
0,125,91,50,42,33,67,73,65,486,"copepod_calanoid"
0,0,20,15,14,7,18,26,32,116,"copepod_calanoid"
0,0,16,11,8,10,8,11,45,284,"copepod_calanoid"
0,32,51,28,25,28,28,83,88,449,"copepod_calanoid"
0,52,40,30,31,37,31,84,148,607,"copepod_calanoid"
35,142,27,35,31,26,37,35,41,429,"copepod_calanoid"
0,18,24,12,12,12,10,50,58,294,"copepod_calanoid"
3,23,7,4,6,7,9,12,13,191,"copepod_calanoid"
0,10,9,4,4,4,8,9,15,132,"copepod_calanoid"
0,13,15,11,8,4,15,10,27,186,"copepod_calanoid"
0,1,33,30,33,13,28,32,51,426,"copepod_calanoid"
0,0,20,11,4,7,12,26,22,173,"copepod_calanoid"
0,0,14,12,6,7,18,32,32,236,"copepod_calanoid"
0,0,15,11,6,10,5,15,25,161,"copepod_calanoid"
0,0,11,14,4,6,10,29,43,225,"copepod_calanoid"
0,6,31,13,7,11,19,13,32,287,"copepod_calanoid"
0,6,15,12,10,12,18,32,44,286,"copepod_calanoid"
0,0,6,9,9,6,10,17,26,208,"copepod_calanoid"
2,126,31,16,11,16,28,25,37,372,"copepod_calanoid"
0,14,19,15,9,15,14,30,24,163,"copepod_calanoid"
0,17,38,34,25,29,21,51,103,439,"copepod_calanoid"
0,0,21,20,11,23,27,53,77,477,"copepod_calanoid"
0,23,90,56,38,34,53,46,94,432,"copepod_calanoid"
0,168,103,70,52,118,137,114,141,832,"copepod_calanoid"
0,44,40,22,16,12,31,50,64,307,"copepod_calanoid"
0,3,16,10,7,11,19,44,39,277,"copepod_calanoid"
0,58,37,32,18,16,31,59,31,265,"copepod_calanoid"
0,0,37,18,27,13,12,17,20,165,"copepod_calanoid"
0,0,6,10,5,6,7,22,57,533,"copepod_calanoid"
0,0,9,9,6,6,3,17,17,185,"copepod_calanoid"
0,32,23,13,11,15,9,13,15,319,"copepod_calanoid"
6,89,24,12,23,25,42,49,56,462,"copepod_calanoid"
0,0,4,14,3,6,13,14,20,259,"copepod_calanoid"
0,43,23,17,15,14,16,29,27,184,"copepod_calanoid"
0,10,16,6,3,9,15,19,9,169,"copepod_calanoid"
5,65,40,26,26,22,23,45,76,427,"copepod_calanoid"
0,9,13,9,6,5,9,17,19,145,"copepod_calanoid"
0,0,21,11,11,11,28,35,59,396,"copepod_calanoid"
0,14,47,31,23,17,21,22,69,409,"copepod_calanoid"
0,16,12,9,9,5,5,17,20,216,"copepod_calanoid"
0,12,30,16,8,18,21,35,53,216,"copepod_calanoid"
0,0,9,16,9,14,10,7,32,188,"copepod_calanoid"
0,22,42,25,26,22,18,44,61,307,"copepod_calanoid"
0,15,15,13,9,9,18,40,56,248,"copepod_calanoid"
0,24,15,12,8,9,10,29,22,330,"copepod_calanoid"
0,32,40,25,21,22,19,41,66,236,"copepod_calanoid"
0,2,14,12,5,9,13,26,30,196,"copepod_calanoid"
0,46,20,15,10,11,12,20,33,218,"copepod_calanoid"
0,2,12,10,10,7,9,4,34,167,"copepod_calanoid"
0,48,31,15,19,14,25,68,57,367,"copepod_calanoid"
0,6,16,8,15,10,7,28,38,176,"copepod_calanoid"
0,0,24,31,36,24,24,59,98,339,"copepod_calanoid"
0,2,23,12,12,6,22,29,17,197,"copepod_calanoid"
0,9,17,17,16,13,10,26,58,215,"copepod_calanoid"
0,42,27,15,11,25,26,46,37,248,"copepod_calanoid"
0,15,79,36,26,28,38,37,61,332,"copepod_calanoid"
0,42,25,12,9,13,22,24,43,279,"copepod_calanoid"
0,146,42,28,21,20,31,48,72,314,"copepod_calanoid"
0,28,11,14,9,10,14,21,19,261,"copepod_calanoid"
1,46,49,34,24,40,27,50,80,497,"copepod_calanoid"
0,19,12,7,12,10,12,13,27,371,"copepod_calanoid"
0,30,21,22,8,13,8,24,30,221,"copepod_calanoid"
0,1,9,2,7,5,10,14,37,279,"copepod_calanoid"
0,0,10,47,32,17,28,20,32,237,"copepod_calanoid"
0,10,26,29,25,17,29,52,48,279,"copepod_calanoid"
0,0,10,8,3,14,8,19,20,137,"copepod_calanoid"
0,3,62,15,14,13,14,25,31,237,"copepod_calanoid"
0,3,19,8,8,9,6,14,26,192,"copepod_calanoid"
0,16,59,32,24,25,34,69,107,419,"copepod_calanoid"
0,15,12,9,13,12,27,19,21,267,"copepod_calanoid"
0,106,47,27,33,40,47,76,44,436,"copepod_calanoid"
0,36,43,15,13,16,19,27,35,339,"copepod_calanoid"
0,0,4,26,15,17,14,26,65,333,"copepod_calanoid"
0,0,24,13,7,8,7,17,19,209,"copepod_calanoid"
0,6,11,3,6,1,5,10,23,229,"copepod_calanoid"
11,91,35,21,25,28,38,55,48,471,"copepod_calanoid"
0,1,15,7,8,9,14,13,15,206,"copepod_calanoid"
0,5,23,11,10,5,12,44,37,207,"copepod_calanoid"
0,31,25,22,14,15,19,12,49,307,"copepod_calanoid"
0,2,26,10,9,8,9,16,19,174,"copepod_calanoid"
0,0,5,26,22,16,18,17,44,326,"copepod_calanoid"
0,0,14,7,4,7,8,9,15,180,"copepod_calanoid"
0,7,17,13,7,11,9,38,54,332,"copepod_calanoid"
0,18,14,8,12,27,30,23,29,362,"copepod_calanoid"
0,69,39,24,20,23,35,56,71,439,"copepod_calanoid"
0,32,185,153,166,122,112,97,106,831,"copepod_calanoid"
4,34,15,15,16,14,12,23,29,292,"copepod_calanoid"
0,27,39,15,24,26,19,30,31,242,"copepod_calanoid"
0,2,184,62,42,36,62,75,102,539,"copepod_calanoid"
0,61,34,25,26,13,18,20,25,247,"copepod_calanoid"
0,2,6,6,3,5,5,11,21,163,"copepod_calanoid"
0,2,104,62,69,81,87,113,175,742,"copepod_calanoid"
0,6,31,21,13,16,14,31,29,239,"copepod_calanoid"
0,32,17,10,10,10,16,11,14,138,"copepod_calanoid"
0,7,11,7,11,6,12,20,27,146,"copepod_calanoid"
2,143,59,50,30,29,27,47,54,521,"copepod_calanoid"
0,9,23,9,6,13,6,17,10,124,"copepod_calanoid"
0,51,44,23,18,29,28,36,34,305,"copepod_calanoid"
0,4,23,18,16,9,18,35,42,173,"copepod_calanoid"
0,104,49,45,31,41,58,113,116,567,"copepod_calanoid"
3,34,7,8,4,8,11,24,24,315,"copepod_calanoid"
0,6,15,12,10,10,10,26,61,294,"copepod_calanoid"
0,7,37,16,9,15,14,15,34,195,"copepod_calanoid"
0,23,42,18,19,18,24,26,41,318,"copepod_calanoid"
0,8,16,9,3,12,12,26,43,316,"copepod_calanoid"
1,36,16,10,8,10,22,36,55,270,"copepod_calanoid"
0,1,7,3,5,2,15,13,24,192,"copepod_calanoid"
0,0,27,42,25,19,38,65,193,1058,"copepod_calanoid"
0,0,0,25,9,14,10,22,29,212,"copepod_calanoid"
0,21,13,10,11,9,17,25,47,231,"copepod_calanoid"
0,0,9,7,8,10,7,10,29,157,"copepod_calanoid"
0,3,113,29,22,29,30,46,37,415,"copepod_calanoid"
0,26,17,7,13,12,8,5,14,167,"copepod_calanoid"
8,118,37,33,38,47,41,49,42,337,"copepod_calanoid"
0,31,51,25,31,19,20,35,83,289,"copepod_calanoid"
0,8,21,15,9,13,37,47,47,475,"copepod_calanoid"
0,104,46,21,18,28,25,38,27,354,"copepod_calanoid"
1,67,46,29,24,24,32,57,106,402,"copepod_calanoid"
0,9,21,16,10,11,9,35,44,234,"copepod_calanoid"
0,21,55,45,26,40,45,69,120,578,"copepod_calanoid"
0,8,44,17,12,18,12,16,19,225,"copepod_calanoid"
0,66,62,41,45,54,33,47,107,444,"copepod_calanoid"
0,0,13,10,4,2,8,15,29,191,"copepod_calanoid"
0,33,15,14,10,6,18,23,26,330,"copepod_calanoid"
0,5,23,12,13,10,14,42,58,353,"copepod_calanoid"
0,0,0,45,108,68,45,72,84,453,"copepod_calanoid"
1,37,24,19,8,18,18,25,58,310,"copepod_calanoid"
0,0,0,4,8,9,2,10,22,194,"copepod_calanoid"
0,5,20,9,10,7,10,27,35,259,"copepod_calanoid"
0,9,24,26,17,18,10,30,101,520,"copepod_calanoid"
0,0,27,18,13,9,19,10,10,169,"copepod_calanoid"
0,2,7,4,7,2,3,12,26,114,"copepod_calanoid"
0,2,26,16,16,19,12,33,35,487,"copepod_calanoid"
0,19,7,7,3,8,6,7,21,174,"copepod_calanoid"
2,72,44,29,37,30,48,79,119,398,"copepod_calanoid"
0,48,31,26,29,29,35,40,60,349,"copepod_calanoid"
4,77,22,17,16,19,33,30,44,350,"copepod_calanoid"
0,46,42,31,35,35,37,47,115,474,"copepod_calanoid"
0,9,12,8,4,14,18,18,14,230,"copepod_calanoid"
2,58,26,30,17,26,51,65,58,364,"copepod_calanoid"
1,99,36,21,18,25,57,65,78,520,"copepod_calanoid"
0,0,54,65,44,29,36,44,63,288,"copepod_calanoid"
0,7,23,9,12,10,9,10,21,174,"copepod_calanoid"
0,0,16,48,17,12,13,19,13,160,"copepod_calanoid"
0,31,22,12,12,17,22,19,29,281,"copepod_calanoid"
0,0,6,9,6,6,6,7,20,145,"copepod_calanoid"
17,51,20,15,10,15,39,56,48,321,"copepod_calanoid"
0,14,15,11,10,16,12,26,26,241,"copepod_calanoid"
0,42,9,8,8,15,17,21,21,260,"copepod_calanoid"
0,107,48,18,14,26,35,43,32,332,"copepod_calanoid"
0,0,21,18,22,18,8,27,52,223,"copepod_calanoid"
0,1,23,10,5,13,10,13,24,278,"copepod_calanoid"
0,169,126,53,39,23,16,47,50,341,"copepod_calanoid"
0,7,15,9,6,3,3,10,28,286,"copepod_calanoid"
0,22,22,10,9,14,14,14,15,144,"copepod_calanoid"
0,13,25,26,13,18,19,37,87,369,"copepod_calanoid"
2,76,25,16,22,31,36,58,67,788,"copepod_calanoid"
0,0,13,19,7,6,13,12,15,165,"copepod_calanoid"
0,1,34,33,27,20,17,18,32,258,"copepod_calanoid"
0,48,18,9,15,9,15,23,40,300,"copepod_calanoid"
0,6,17,13,21,8,6,24,75,222,"copepod_calanoid"
0,0,16,21,14,11,12,24,34,183,"copepod_calanoid"
0,14,17,16,6,6,19,30,23,165,"copepod_calanoid"
7,109,42,31,36,25,54,74,87,442,"copepod_calanoid"
0,0,21,14,5,12,8,13,20,145,"copepod_calanoid"
6,93,61,35,42,34,43,56,140,549,"copepod_calanoid"
0,15,16,9,3,13,14,14,48,287,"copepod_calanoid"
0,158,63,40,29,46,62,69,90,522,"copepod_calanoid"
0,0,76,50,45,33,39,48,91,429,"copepod_calanoid"
2,99,45,35,36,48,40,68,64,380,"copepod_calanoid"
0,1,26,16,15,13,12,40,57,231,"copepod_calanoid"
0,4,17,11,8,10,11,16,32,233,"copepod_calanoid"
4,128,24,11,21,33,43,44,31,464,"copepod_calanoid"
0,69,52,35,37,24,42,70,101,320,"copepod_calanoid"
0,0,39,32,27,20,28,47,81,375,"copepod_calanoid"
0,14,16,9,11,5,9,15,20,166,"copepod_calanoid"
0,8,21,13,15,9,10,35,45,206,"copepod_calanoid"
0,40,35,17,26,23,20,22,30,277,"copepod_calanoid"
0,10,18,12,7,6,9,16,11,86,"copepod_calanoid"
0,16,38,26,22,13,23,72,77,252,"copepod_calanoid"
0,5,12,16,9,5,10,19,45,296,"copepod_calanoid"
0,82,78,44,42,60,84,122,125,620,"copepod_calanoid"
0,11,14,13,10,7,22,45,55,282,"copepod_calanoid"
4,98,24,22,15,23,23,27,27,324,"copepod_calanoid"
0,8,12,6,5,10,7,7,33,184,"copepod_calanoid"
2,259,114,104,92,111,133,138,94,517,"copepod_calanoid"
0,42,68,37,49,43,39,43,96,545,"copepod_calanoid"
0,26,11,9,4,6,5,11,14,182,"copepod_calanoid"
0,39,20,8,10,10,21,29,29,291,"copepod_calanoid"
0,1,11,25,16,13,12,14,57,278,"copepod_calanoid"
0,33,21,13,16,12,21,29,64,296,"copepod_calanoid"
0,0,2,17,7,7,11,14,36,228,"copepod_calanoid"
0,17,29,28,22,13,24,20,24,292,"copepod_calanoid"
0,70,112,69,75,62,47,75,137,526,"copepod_calanoid"
0,20,22,14,9,11,10,12,16,225,"copepod_calanoid"
0,66,76,39,18,26,24,24,33,322,"copepod_calanoid"
7,111,25,23,21,18,32,43,29,306,"copepod_calanoid"
0,0,12,6,6,4,8,28,62,499,"copepod_calanoid"
0,0,0,9,25,14,14,28,54,178,"copepod_calanoid"
3,212,67,38,38,42,51,99,116,636,"copepod_calanoid"
0,11,13,14,7,9,13,21,27,199,"copepod_calanoid"
0,40,29,18,15,19,19,43,79,340,"copepod_calanoid"
0,21,18,14,13,18,12,28,76,323,"copepod_calanoid"
4,31,9,8,4,13,23,28,32,334,"copepod_calanoid"
0,0,21,9,9,14,10,32,33,172,"copepod_calanoid"
0,24,17,12,10,10,14,19,21,216,"copepod_calanoid"
1,29,18,13,9,13,14,15,20,203,"copepod_calanoid"
2,100,23,11,12,10,13,22,34,260,"copepod_calanoid"
0,19,10,7,9,10,18,14,19,223,"copepod_calanoid"
0,38,23,16,11,13,17,30,26,270,"copepod_calanoid"
0,0,21,19,13,17,36,33,38,352,"copepod_calanoid"
0,0,19,16,17,16,12,14,73,269,"copepod_calanoid"
0,52,27,24,24,16,16,28,47,328,"copepod_calanoid"
0,8,15,5,10,4,7,14,25,128,"copepod_calanoid"
0,17,55,30,25,35,22,42,86,422,"copepod_calanoid"
0,0,10,13,9,9,12,31,25,322,"copepod_calanoid"
0,23,8,10,11,10,14,24,18,197,"copepod_calanoid"
0,5,42,15,14,12,24,29,32,278,"copepod_calanoid"
0,5,18,9,7,3,16,12,18,162,"copepod_calanoid"
0,2,12,7,8,5,10,3,26,230,"copepod_calanoid"
0,3,23,14,9,13,12,30,60,256,"copepod_calanoid"
0,1,29,13,10,11,18,37,39,489,"copepod_calanoid"
0,9,9,8,5,5,5,16,17,354,"copepod_calanoid"
2,176,61,22,28,29,39,60,67,599,"copepod_calanoid"
14,139,37,23,27,34,38,54,72,442,"copepod_calanoid"
0,0,0,68,52,25,40,37,55,273,"copepod_calanoid"
1,114,27,23,16,21,26,36,33,259,"copepod_calanoid"
0,160,80,60,59,51,80,113,145,528,"copepod_calanoid"
0,39,22,18,14,16,22,29,21,318,"copepod_calanoid"
0,25,10,9,10,12,13,15,18,156,"copepod_calanoid"
0,108,38,24,25,23,30,50,69,382,"copepod_calanoid"
0,3,20,7,5,9,10,11,52,699,"copepod_calanoid"
0,53,21,10,13,13,15,13,29,130,"copepod_calanoid"
0,13,23,14,11,20,23,35,38,289,"copepod_calanoid"
0,16,16,12,9,4,8,19,21,232,"copepod_calanoid"
0,1,27,16,14,7,15,12,18,152,"copepod_calanoid"
0,14,14,13,8,16,10,16,61,254,"copepod_calanoid"
0,5,16,8,3,8,13,19,15,194,"copepod_calanoid"
0,5,43,19,13,7,12,27,38,205,"copepod_calanoid"
0,3,23,16,10,12,14,22,57,260,"copepod_calanoid"
0,24,17,14,7,13,22,20,17,175,"copepod_calanoid"
3,106,72,42,62,42,68,143,153,570,"copepod_calanoid"
0,0,15,18,5,11,10,38,43,308,"copepod_calanoid"
6,110,53,29,28,33,44,90,141,435,"copepod_calanoid"
0,0,7,23,11,9,5,14,23,235,"copepod_calanoid"
0,19,14,10,3,13,13,10,23,165,"copepod_calanoid"
0,25,28,25,23,23,22,54,134,432,"copepod_calanoid"
0,10,24,13,9,23,19,40,47,302,"copepod_calanoid"
0,16,13,6,4,5,4,15,22,170,"copepod_calanoid"
0,5,28,9,4,3,11,11,16,264,"copepod_calanoid"
6,138,45,33,28,37,27,51,96,437,"copepod_calanoid"
0,0,19,13,5,10,18,39,39,218,"copepod_calanoid"
0,8,119,52,49,62,150,205,171,1141,"copepod_calanoid"
0,10,9,6,5,4,10,16,26,264,"copepod_calanoid"
0,0,20,10,14,11,7,26,70,211,"copepod_calanoid"
1,62,31,27,26,30,48,65,93,458,"copepod_calanoid"
4,47,26,7,12,23,36,54,75,694,"copepod_calanoid"
3,71,47,25,30,19,19,40,90,372,"copepod_calanoid"
0,1,17,12,11,12,9,18,47,229,"copepod_calanoid"
0,15,34,15,12,13,27,26,40,313,"copepod_calanoid"
0,28,104,24,18,16,16,26,47,352,"copepod_calanoid"
9,179,47,32,17,37,29,49,69,412,"copepod_calanoid"
0,0,21,6,9,7,11,9,9,127,"copepod_calanoid"
0,17,14,23,14,15,34,38,50,279,"copepod_calanoid"
0,1,26,15,10,11,10,19,33,220,"copepod_calanoid"
0,124,69,43,26,31,43,111,104,630,"copepod_calanoid"
0,29,9,9,5,7,6,23,24,204,"copepod_calanoid"
0,10,24,11,19,15,17,41,69,312,"copepod_calanoid"
0,0,0,7,19,9,7,10,17,151,"copepod_calanoid"
0,8,21,9,8,4,9,13,18,180,"copepod_calanoid"
11,79,30,30,28,46,29,32,73,432,"copepod_calanoid"
0,0,19,9,5,6,7,6,21,136,"copepod_calanoid"
0,18,98,35,37,26,52,51,47,432,"copepod_calanoid"
0,5,14,7,6,6,8,10,21,193,"copepod_calanoid"
0,53,82,44,45,36,58,91,154,472,"copepod_calanoid"
0,15,24,13,23,28,30,42,46,276,"copepod_calanoid"
0,30,17,13,17,18,13,30,29,383,"copepod_calanoid"
0,8,12,9,7,6,21,23,18,150,"copepod_calanoid"
0,125,67,46,28,44,84,93,153,651,"copepod_calanoid"
3,84,60,38,34,38,44,63,100,563,"copepod_calanoid"
0,17,22,16,14,12,12,31,47,319,"copepod_calanoid"
5,17,7,6,9,10,4,7,10,171,"copepod_calanoid"
7,108,31,37,27,27,35,36,36,381,"copepod_calanoid"
2,36,14,9,5,10,11,29,37,378,"copepod_calanoid"
0,0,1,32,30,20,12,17,36,207,"copepod_calanoid"
0,8,13,12,7,5,17,24,19,193,"copepod_calanoid"
0,0,9,9,7,6,15,21,30,227,"copepod_calanoid"
0,32,29,15,18,18,22,32,44,387,"copepod_calanoid"
0,7,22,8,7,7,12,15,24,199,"copepod_calanoid"
0,22,15,14,6,9,14,10,18,174,"copepod_calanoid"
0,5,23,11,7,15,6,32,54,264,"copepod_calanoid"
0,22,14,4,6,12,12,18,22,236,"copepod_calanoid"
1,17,20,11,12,13,15,33,54,299,"copepod_calanoid"
2,89,30,17,17,14,20,24,51,467,"copepod_calanoid"
0,14,22,14,14,13,12,20,40,269,"copepod_calanoid"
0,5,9,15,7,18,10,10,42,199,"copepod_calanoid"
